Data from QP-MAY-28-pixel_Subt2_10-10-28-135.txt Node
Date: Tue May 23 10:10:28 CEST 2023
User: manip_nanotech
Spectrometer: HDX00993
Trigger mode: 0
Integration Time (sec): 2,000000E-1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
346,023	-3
346,387	7
346,752	9
347,116	2
347,48	-13
347,844	4
348,208	26
348,572	6
348,936	34
349,3	8
349,663	-32
350,027	16
350,39	19
350,754	13
351,117	0
351,48	8
351,843	-8
352,206	-17
352,569	16
352,932	-7
353,295	47
353,657	-2
354,02	-30
354,382	-6
354,745	-1
355,107	46
355,469	-23
355,831	27
356,193	32
356,555	19
356,917	15
357,279	3
357,64	-9
358,002	-16
358,363	41
358,725	12
359,086	20
359,447	7
359,808	8
360,169	-14
360,53	2
360,891	-1
361,252	46
361,612	4
361,973	-3
362,333	3
362,694	-14
363,054	-3
363,414	-40
363,774	-38
364,134	17
364,494	-4
364,854	-1
365,214	21
365,573	-20
365,933	-8
366,292	15
366,652	-18
367,011	7
367,37	-3
367,729	16
368,088	-11
368,447	-10
368,806	45
369,165	2
369,523	14
369,882	6
370,24	-2
370,599	-2
370,957	-13
371,315	10
371,673	2
372,031	26
372,389	-31
372,747	-4
373,105	17
373,463	10
373,82	1
374,178	18
374,535	21
374,892	-13
375,249	18
375,607	-5
375,964	10
376,32	-2
376,677	11
377,034	14
377,391	-17
377,747	-20
378,104	-17
378,46	18
378,816	18
379,173	27
379,529	-25
379,885	-13
380,241	-4
380,596	-4
380,952	9
381,308	26
381,663	24
382,019	18
382,374	35
382,73	-27
383,085	-13
383,44	-55
383,795	1
384,15	32
384,505	-40
384,86	19
385,214	-19
385,569	-11
385,923	12
386,278	-7
386,632	-23
386,986	29
387,34	4
387,694	-4
388,048	-7
388,402	-1
388,756	25
389,11	-13
389,463	23
389,817	-9
390,17	0
390,524	-10
390,877	38
391,23	10
391,583	32
391,936	-2
392,289	4
392,642	48
392,994	-1
393,347	8
393,7	-12
394,052	-16
394,404	-12
394,757	10
395,109	-12
395,461	-24
395,813	-26
396,165	12
396,517	10
396,868	-1
397,22	23
397,571	16
397,923	-31
398,274	36
398,626	6
398,977	12
399,328	30
399,679	0
400,03	7
400,381	-8
400,731	8
401,082	-11
401,433	-24
401,783	-21
402,133	39
402,484	10
402,834	25
403,184	-33
403,534	-16
403,884	-25
404,234	2
404,584	10
404,933	-3
405,283	-11
405,632	2
405,982	31
406,331	17
406,68	-2
407,03	-13
407,379	9
407,728	-20
408,076	25
408,425	15
408,774	-52
409,123	-7
409,471	5
409,82	-12
410,168	34
410,516	17
410,864	18
411,212	22
411,56	-21
411,908	6
412,256	13
412,604	-11
412,951	-11
413,299	19
413,647	70
413,994	3
414,341	16
414,688	18
415,035	-12
415,383	-33
415,729	25
416,076	15
416,423	-18
416,77	-4
417,116	-11
417,463	-10
417,809	-2
418,156	1
418,502	-47
418,848	26
419,194	-9
419,54	-6
419,886	-11
420,232	10
420,577	-20
420,923	-2
421,268	6
421,614	2
421,959	26
422,305	7
422,65	0
422,995	-24
423,34	10
423,685	-1
424,03	13
424,374	18
424,719	-33
425,064	-33
425,408	45
425,752	-41
426,097	-2
426,441	56
426,785	5
427,129	36
427,473	-12
427,817	0
428,161	4
428,504	2
428,848	30
429,191	11
429,535	23
429,878	22
430,221	-19
430,565	30
430,908	-12
431,251	4
431,594	9
431,936	1
432,279	1
432,622	-17
432,964	2
433,307	-20
433,649	-6
433,991	-15
434,334	11
434,676	19
435,018	18
435,36	7
435,702	17
436,043	15
436,385	40
436,727	-22
437,068	7
437,41	48
437,751	30
438,092	0
438,433	14
438,774	37
439,115	44
439,456	19
439,797	-23
440,138	11
440,479	-10
440,819	15
441,16	18
441,5	3
441,84	-11
442,18	-14
442,521	1
442,861	42
443,201	28
443,54	-15
443,88	14
444,22	-34
444,559	1
444,899	9
445,238	9
445,578	13
445,917	10
446,256	22
446,595	10
446,934	5
447,273	-14
447,612	8
447,951	8
448,289	-1
448,628	7
448,966	12
449,305	0
449,643	-9
449,981	21
450,319	-1
450,657	18
450,995	-29
451,333	9
451,671	4
452,009	-2
452,346	11
452,684	-12
453,021	-14
453,359	29
453,696	18
454,033	34
454,37	-15
454,707	18
455,044	0
455,381	10
455,718	-37
456,054	10
456,391	35
456,728	3
457,064	35
457,4	1
457,736	12
458,073	1
458,409	-36
458,745	-3
459,081	-14
459,416	44
459,752	50
460,088	-9
460,423	-1
460,759	29
461,094	-8
461,429	6
461,765	-2
462,1	44
462,435	-3
462,77	-20
463,105	0
463,439	3
463,774	27
464,109	-9
464,443	16
464,778	-56
465,112	-23
465,446	29
465,78	8
466,115	1
466,449	-3
466,783	26
467,116	14
467,45	-31
467,784	56
468,117	-13
468,451	8
468,784	-8
469,118	21
469,451	-28
469,784	9
470,117	-4
470,45	25
470,783	44
471,116	15
471,449	-22
471,781	3
472,114	54
472,446	-22
472,779	12
473,111	-1
473,443	-3
473,775	10
474,107	18
474,439	11
474,771	29
475,103	13
475,435	-11
475,766	12
476,098	33
476,429	18
476,761	-21
477,092	31
477,423	3
477,754	-12
478,085	-8
478,416	19
478,747	5
479,078	5
479,409	21
479,739	-10
480,07	25
480,4	-23
480,731	-25
481,061	32
481,391	29
481,721	14
482,051	30
482,381	8
482,711	7
483,041	15
483,37	24
483,7	-8
484,029	13
484,359	-43
484,688	29
485,017	34
485,347	33
485,676	-9
486,005	22
486,334	2
486,663	10
486,991	17
487,32	-15
487,649	-55
487,977	7
488,305	-29
488,634	22
488,962	26
489,29	-13
489,618	10
489,946	9
490,274	10
490,602	20
490,93	1
491,257	37
491,585	13
491,912	3
492,24	26
492,567	-31
492,894	19
493,222	30
493,549	0
493,876	11
494,203	-1
494,529	1
494,856	38
495,183	16
495,509	32
495,836	15
496,162	-11
496,489	21
496,815	-11
497,141	38
497,467	7
497,793	-47
498,119	-7
498,445	10
498,77	-26
499,096	14
499,422	8
499,747	0
500,073	19
500,398	-30
500,723	-2
501,048	-6
501,373	12
501,698	37
502,023	49
502,348	9
502,673	72
502,997	-5
503,322	14
503,646	32
503,971	14
504,295	-14
504,619	41
504,943	11
505,268	13
505,592	-23
505,915	-4
506,239	-19
506,563	7
506,887	6
507,21	-9
507,534	28
507,857	5
508,18	27
508,504	7
508,827	-4
509,15	-16
509,473	32
509,796	-51
510,119	7
510,441	-16
510,764	-9
511,086	8
511,409	-21
511,731	36
512,054	-13
512,376	57
512,698	22
513,02	30
513,342	5
513,664	-8
513,986	15
514,308	37
514,629	-16
514,951	-6
515,272	37
515,594	11
515,915	-9
516,236	0
516,558	39
516,879	31
517,2	28
517,52	14
517,841	19
518,162	-16
518,483	-2
518,803	-25
519,124	25
519,444	11
519,765	17
520,085	19
520,405	12
520,725	-33
521,045	-15
