Data from QP-MAY-28-pixel_Subt2_10-09-31-936.txt Node
Date: Tue May 23 10:09:31 CEST 2023
User: manip_nanotech
Spectrometer: HDX00993
Trigger mode: 0
Integration Time (sec): 2,000000E-1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
346,023	-6
346,387	-6
346,752	-3
347,116	3
347,48	-39
347,844	-8
348,208	-2
348,572	2
348,936	25
349,3	4
349,663	-8
350,027	19
350,39	7
350,754	0
351,117	17
351,48	-23
351,843	-20
352,206	-10
352,569	16
352,932	24
353,295	36
353,657	-39
354,02	-15
354,382	-6
354,745	28
355,107	9
355,469	-23
355,831	27
356,193	34
356,555	52
356,917	7
357,279	16
357,64	25
358,002	-8
358,363	31
358,725	-9
359,086	-11
359,447	12
359,808	-7
360,169	6
360,53	2
360,891	11
361,252	24
361,612	8
361,973	5
362,333	12
362,694	-36
363,054	14
363,414	-23
363,774	-17
364,134	8
364,494	-20
364,854	-14
365,214	26
365,573	31
365,933	-24
366,292	36
366,652	-13
367,011	40
367,37	-1
367,729	24
368,088	5
368,447	30
368,806	52
369,165	23
369,523	-6
369,882	-16
370,24	-26
370,599	7
370,957	-14
371,315	15
371,673	16
372,031	0
372,389	-8
372,747	-2
373,105	11
373,463	-30
373,82	5
374,178	51
374,535	10
374,892	-6
375,249	-14
375,607	-19
375,964	-19
376,32	-4
376,677	0
377,034	-7
377,391	0
377,747	-50
378,104	7
378,46	-25
378,816	-4
379,173	7
379,529	-22
379,885	1
380,241	5
380,596	-17
380,952	10
381,308	62
381,663	52
382,019	-5
382,374	22
382,73	3
383,085	-30
383,44	-14
383,795	-22
384,15	32
384,505	-3
384,86	-1
385,214	-5
385,569	7
385,923	8
386,278	-26
386,632	-23
386,986	11
387,34	-4
387,694	-17
388,048	-11
388,402	4
388,756	31
389,11	-42
389,463	17
389,817	16
390,17	4
390,524	0
390,877	9
391,23	9
391,583	43
391,936	5
392,289	-10
392,642	26
392,994	5
393,347	1
393,7	-6
394,052	-18
394,404	-25
394,757	-7
395,109	20
395,461	-11
395,813	-5
396,165	25
396,517	-13
396,868	19
397,22	24
397,571	-1
397,923	-9
398,274	13
398,626	32
398,977	7
399,328	-11
399,679	-5
400,03	21
400,381	-31
400,731	-3
401,082	-19
401,433	-1
401,783	2
402,133	-22
402,484	10
402,834	14
403,184	-12
403,534	24
403,884	-26
404,234	-3
404,584	-26
404,933	1
405,283	-3
405,632	-6
405,982	-5
406,331	24
406,68	17
407,03	-6
407,379	22
407,728	-2
408,076	23
408,425	-11
408,774	-43
409,123	-6
409,471	-3
409,82	23
410,168	36
410,516	-9
410,864	-20
411,212	43
411,56	-6
411,908	14
412,256	-1
412,604	34
412,951	19
413,299	15
413,647	22
413,994	-6
414,341	-8
414,688	27
415,035	43
415,383	-20
415,729	19
416,076	19
416,423	-16
416,77	-5
417,116	-3
417,463	-8
417,809	7
418,156	21
418,502	12
418,848	38
419,194	11
419,54	15
419,886	-17
420,232	6
420,577	-23
420,923	-3
421,268	23
421,614	24
421,959	6
422,305	25
422,65	12
422,995	-6
423,34	35
423,685	9
424,03	38
424,374	46
424,719	-19
425,064	20
425,408	16
425,752	8
426,097	-36
426,441	7
426,785	-20
427,129	50
427,473	0
427,817	3
428,161	6
428,504	40
428,848	41
429,191	-2
429,535	2
429,878	55
430,221	-16
430,565	26
430,908	-29
431,251	-23
431,594	16
431,936	0
432,279	12
432,622	-23
432,964	28
433,307	-41
433,649	7
433,991	7
434,334	1
434,676	27
435,018	20
435,36	-10
435,702	-13
436,043	12
436,385	7
436,727	-30
437,068	18
437,41	-7
437,751	27
